observation_date,CHLCPIALLMINMEI
2023-01-01,141.6963000000000079126
2023-02-01,141.6091000000000121872
2023-03-01,143.1453999999999950887
2023-04-01,143.5920999999999878582
2023-05-01,143.7555000000000120508
2023-06-01,143.5375999999999976353
2023-07-01,144.0388000000000090495
2023-08-01,144.2022000000000048203
2023-09-01,145.1718999999999937245
2023-10-01,145.8038999999999987267
2023-11-01,146.8934000000000139607
2023-12-01,146.1089000000000055479
