observation_date,MEXCPIALLMINMEI
2023-01-01,145.270199999999988449
2023-02-01,146.080199999999990723
2023-03-01,146.471499999999991815
2023-04-01,146.441900000000003956
2023-05-01,146.123600000000010368
2023-06-01,146.271899999999988040
2023-07-01,146.976900000000000546
2023-08-01,147.790400000000005321
2023-09-01,148.446300000000007913
2023-10-01,149.004199999999997317
2023-11-01,149.957999999999998408
2023-12-01,151.016699999999985948
